item_id,arm,human_binary_correct,human_target_asserted,human_h_k,human_source_misattribution,judge_agrees,reviewer,notes
AMB_WV_S15_U04,link_broken,0,true,0,false,yes,expand40_atomic_audit,tags=asserted_target_under_withhold_condition;used_evidence_outside_allowed_set;ungrounded_target_assertion
AMB_WV_S15_U04,distractor,1,true,0,false,yes,expand40_atomic_audit,
AMB_WV_S15_U04,absence,0,true,0,false,yes,expand40_atomic_audit,tags=ungrounded_target_assertion;failed_to_withhold
AMB_WV_S15_U05,full,1,true,0,false,yes,expand40_atomic_audit,tags=target_facts_not_cited;ev_A_unused;ev_B_unused
AMB_WV_S15_U05,a_only,0,true,0,false,yes,expand40_atomic_audit,tags=asserted_target_under_withhold_C;used_evidence_outside_allowed_ids;failed_to_abstain;evidence_contract_violation
AMB_WV_S15_U05,b_only,0,true,0,false,yes,expand40_atomic_audit,tags=withhold_violation;target_asserted_in_withhold_C;disallowed_evidence_used;original_target_fact_not_cited
AMB_WV_S15_U05,link_broken,0,true,0,false,yes,expand40_atomic_audit,tags=target_asserted_under_withhold_C;evidence_outside_allowed_ids;ev_A_not_used
AMB_WV_S15_U05,distractor,1,true,0,false,yes,expand40_atomic_audit,tags=no_original_target_facts_cited
AMB_WV_S15_U05,absence,1,false,0,false,yes,expand40_atomic_audit,
AMB_WV_S15_U07,full,0,false,2,false,yes,expand40_atomic_audit,tags=target_proposition_not_asserted;missing_overnight_command_coverage_condition
AMB_WV_S15_U07,a_only,0,true,0,false,yes,expand40_atomic_audit,tags=asserted_target_under_withhold_C;used_evidence_outside_allowed_ids;ev_A_not_used;ungrounded_overnight_cover_conjunct
AMB_WV_S15_U07,b_only,0,true,1,false,yes,expand40_atomic_audit,tags=mode_answer_instead_of_withhold;target_asserted_under_withhold;disallowed_evidence_used
AMB_WV_S15_U07,link_broken,0,true,0,false,yes,expand40_atomic_audit,tags=asserted_target_under_withhold_C;used_evidence_outside_allowed_ids;no_contracted_evidence_cited
AMB_WV_S15_U07,distractor,1,true,1,false,yes,expand40_atomic_audit,tags=missing_ev_A
AMB_WV_S15_U07,absence,1,false,0,false,yes,expand40_atomic_audit,tags=mode_label_answer_not_withhold
AMB_WV_S15_U08,full,1,true,0,false,yes,expand40_atomic_audit,tags=allowed_evidence_not_used;original_target_facts_not_cited;mode_mismatch
AMB_WV_S15_U08,a_only,0,true,0,false,yes,expand40_atomic_audit,tags=asserted_target_proposition_under_withhold_C;used_evidence_outside_allowed_evidence_ids;answered_instead_of_withholding;failed_to_abstain
AMB_WV_S15_U08,b_only,1,false,1,false,yes,expand40_atomic_audit,validator.condition_correct!=binary_correct | tags=used_evidence_outside_allowed_evidence_ids;mode_answer_instead_of_withhold
AMB_WV_S15_U08,link_broken,0,true,0,false,yes,expand40_atomic_audit,tags=target_asserted_under_withhold_C;used_evidence_outside_allowed_evidence_ids;ev_A_not_cited
AMB_WV_S15_U08,distractor,1,true,1,false,yes,expand40_atomic_audit,tags=ev_A_not_used
AMB_WV_S15_U08,absence,1,false,0,false,yes,expand40_atomic_audit,validator.condition_correct!=binary_correct | tags=answered_instead_of_withholding;evidence_outside_allowed_evidence_ids
AMB_WV_S15_U09,full,0,true,0,false,yes,expand40_atomic_audit,tags=missing_ev_A;missing_ev_B;non_target_evidence_basis;ungrounded_target_assertion
AMB_WV_S15_U09,a_only,1,false,0,false,yes,expand40_atomic_audit,validator.condition_correct!=binary_correct | tags=used_evidence_outside_allowed_set;expected_withhold_but_answered;substituted_health_rationale_for_target_conditions;target_conditions_not_addressed
AMB_WV_S15_U09,b_only,1,false,1,false,yes,expand40_atomic_audit,validator.condition_correct!=binary_correct | tags=failed_to_withhold;used_disallowed_evidence;decisive_answer_instead_of_withhold;target_conditions_not_addressed
AMB_WV_S15_U09,link_broken,0,true,0,false,yes,expand40_atomic_audit,tags=asserted_target_under_withhold_C;used_evidence_outside_allowed_set;failed_to_withhold;mode_mismatch_answer_instead_of_withhold
AMB_WV_S15_U09,distractor,1,true,0,false,yes,expand40_atomic_audit,tags=missed_ev_A;missed_ev_B;relied_on_non_target_evidence
AMB_WV_S15_U09,absence,1,false,0,false,yes,expand40_atomic_audit,
AMB_WV_S15_U10,full,1,true,0,false,yes,expand40_atomic_audit,tags=mode_label_mismatch;original_target_facts_not_cited
AMB_WV_S15_U10,a_only,0,true,0,false,yes,expand40_atomic_audit,tags=asserted_target_in_withhold_C;used_evidence_outside_allowed_ids;expected_mode_violation
AMB_WV_S15_U10,b_only,0,true,0,false,yes,expand40_atomic_audit,tags=target_asserted_under_withhold_C;evidence_outside_allowed_set;mode_answer_instead_of_withhold
AMB_WV_S15_U10,link_broken,0,true,0,false,yes,expand40_atomic_audit,tags=target_asserted_in_withhold_C;evidence_outside_allowed_set;mode_mismatch_expected_withhold
AMB_WV_S15_U10,distractor,1,true,0,false,yes,expand40_atomic_audit,
AMB_WV_S15_U10,absence,1,false,0,false,yes,expand40_atomic_audit,
